text,hard_label,model_answer
"#RAISETHEDEGREE His death was not an accident. Chauvin knew what he was doing when he choked George Floyd, he was murdering him. Don't kid yourself, it is murder. Intentional, blatant, disgusting murder. No bail for a murder.",0, 1                    
<user> <user> Hell yeah,0, 1                    
"""Our commitment is to end our city's toxic relationship with the Minneapolis Police Department.""  It's a police department not your boyfriend, you immature kids! 😒",0, 1                    
I certainly think the death of George Floyd was wrongful and needs to be addressed. <url>,0, 0                    
<user> <user> <user> What exactly has Biden done.....🤔 <url>,0, 0                    
Meat eaters r mad in the replies bc they know they're doing the wrong thing and don't have the willpower 2 do the right thing . I mean she spit facts,0, 1                    
"If we’re still alive 20 years from now, feel free to tell me I was wrong about incremental change not doing a fucking thing to help divisiveness in this country. Actually make it 10. #ClassWar #Revolt #DefundThePolice #BlackLivesMatter <user> <user>",1, 1                    
<user> My bank account is on the ballot. I don't get my morals from govt. #MAGA,0, 1                    
<user> <user> We see <user> true colors in this pic! #blacklivesmatter #b #DrewBreesIsCancelled,0, 1                    
<user> <user> <user> Why is <user> an open Nazi supporter?,1, 1 
<user> <user> Fuck you barry boy!!,1, 1 
<user> <user> In mother Russia this would never happen! Quick Trumpy get on the phone to Vlad!! #MAGA,0, 1                    
<user> <user> Dirty smelly hindu <url>,1, 1                    
"""Don’t be afraid of Covid. Don’t let it dominate your life."" The freaking president of the United States. #TrumpCovidHoax #TrumpLied200KDied",1, 1                    
<user> you and your family are corrupt!  You sold your position to China and I can’t believe you are asking us to put you in the White House!  47 years has been long enough and you’ve done NOTHING but sell out America!!,0, 1                    
<user> <user> <user> <user> It has been confirmed by media he has denounced 38 times. Shame you were not listening. Probably watching liberal news.,0, 1                    
"I'm really trying to dial down on my tweets about disliking <user> but when he talks about injections of disinfectant, its kinda hard to ignore that much stupidity #imtrying #hemakesittoeasy",1, 1                    
"Disgusted with <user> to have gotten the most deliriously pandering email from their CEO stating, as if it were fact, that George Floyd’s death was a result of systemic racism.  Such utter bullshit to make that claim when there is no proof at all that it was racially motivated.",1, 1                    
This is disgusting &amp; it needs more attention. Here’s the video: <url>,0, 1                    
Thank you Wisconsin 😭 #Elections2020,0, 0                    
For all of the #TrumpIsARacist liars out there. Especially you <user>,1, 1                    
<user> <user> Yeah <user> handlers know after the election COVID will have mysteriously disappeared...right after they cheat to win....then the real communist agenda with <user> begins.  Wake up liberal fools!!!!,0, 1                    
"<user> <user> <user> Thank you for saying this. When I was growing up and tried saying my name, I would get laughed at and told ""did you forget your name?"" Which to me, meant that the person thought I was stupid.",0, 0                    
Trump is a walking petri dish. His goal is to spread the virus to as many people as possible to reach herd immunity.,0, 1                    
I guess some get a desire to protest sooner than others. Covid has prevented me from going. I don't want to be another number. But I am getting so close to throw myself out there. This is a great city and <user> is destroying it. We have to fight dictatorship.,0, 0                    
"This week COVID hit her elder care community, 36 employees and 44 patients tested positive  That's a tragedy and we're all deeply saddened, but also what the hell?  The *point* of these policies is to make exactly this thing *not* happen",0, 0                    
SHOW THIS VIDEO ON THE NEWS!!!! these are the people here for the movement 🥰 <url>,0, 0                    
How soon can scientists find a coronavirus vaccine?  In case you have not read the work of Dr. Judy Mikovits summarized in THE PLAGUE.  This has all the signs of bogus science and pharma corruption! <url>,0, 1                    
"<user> <user> <user> <user> Who says I am not, but they're  not caused by a virus spreading like wildfire are they?  Trump has surrendered to COVID. The deadliest and most inept POTUS in history.  Hell of a time to go GOP. You're a liar and a fraud.",0, 1                    
#PlausibleDeniability #welie we try to make those lies plausible <user> #BidenCrimeSyndicate,0, 1                    
"6,736,558 cases; 198,818 deaths, we know of. the US has 4% of the world's population &amp; almost 22% of the world's covid deaths. AND we know #TraitorTrump is cooking the books on the covid data. #TrumpIsAMassMurderer #TrumpKnewVoteBlue",0, 1                    
THIS IS ALL SOO MESSED UP THEIR  NOT ALL BAD GUYS HE WASNT EVEN HARMING ANYONE,0, 0                    
alleged.... as if there isnt a video of him murdering george floyd <url>,0, 1                    
<user> PSA to all criminals.....Minneapolis is open for business.,0, 1                    
"<user> <user> Easy answer to silence idiots, make mask a law.  Wear them in public places thats it. You dont need em in your house, when you sleep, while your driving. Just in public places. Im certain no one liked seatbelts but hows that going?",0, 0                    
twitter is deleting everything repost this #anonymus,0, 1                    
"If you think the murder on George Floyd was unintentional than you're an idiot. This. Wasn't. Unintentional.   If you lean on someone's fucking NECK with your KNEE while they say they can't BREATHE, you're doing it ON PURPOSE #RAISETHEDEGREE",1, 1                    
just stop. <url>,0, 0                    
You’ll never see me doing that!! How will this get rid of racism!! We are all supposedly equal!!  #BlackLivesMatter #AllLivesMatter #AntifaTerrorists #BLACK_LIVES_MATTER,0, 1                    
Pandering Pelosi presents a folded flag to George Floyd's brother.   This is fucking wrong on so many levels.   This evil witch has to go!!! <url>,1, 1                    
"<user> HELLO!!!!  We can't even get people to wear a damn mask in the grocery store without having a meltdown, but you think standing in long lines to vote during covid-19 AND flu season all at once is gonna be smooth sailing?",0, 0                    
<user> Cops know how to not shoot when it’s white people,0, 1                    
"#California  A black man was found hanged from tree, outside a City Hall  #BlackLivesMatter",0, 1                    
<user> <user> <user> <user> To reduce it to just George Floyd and use the terms you do really just show that you’re a horrible person with no empathy and regard for other human beings in different positions than yourself. I really do hope you tend to the hate in your heart it will eat you up 🥰🥰🥰,1, 1                    
<user> <user> <user> <user> USA 2019  Number of unarmed black men killed by police - 10 Number of black men killed by other black men - 7000  #blacklivesmatter,0, 1                    
"OH HELL NO!!!! I DON’T SMIKE THAT MUCH WEED!!!! If you are a real #American please do as <user> would say ""....Don’t Believe The Hype"" these mutha-fuckas are trying something!!!  #TheFixIsIn  #HoaxOfAllTimes  Up Next <user> <user> 👀  <url>",1, 1                    
<user> <user> 🚨(VIDEO) 👇They're cookin' the Covid death count. How do you destroy Trumps/our economy by selling lies for public approval? 👉 FEAR <url>,0, 1                    
